NAME : sw24978
15494 59883.3333 13133.3333
15495 59883.3333 13166.6667
15496 59883.3333 13183.3333
15497 59883.3333 13233.3333
15498 59883.3333 13550.0000
15499 59883.3333 13716.6667
15500 59883.3333 13733.3333
15501 59883.3333 14350.0000
15502 59883.3333 14400.0000
15503 59883.3333 14533.3333
15504 59883.3333 14733.3333
15505 59883.3333 14966.6667
15506 59883.3333 14983.3333
15507 59883.3333 15033.3333
15508 59883.3333 15050.0000
15509 59883.3333 15600.0000
15510 59883.3333 15616.6667
15511 59883.3333 15633.3333
15512 59883.3333 15666.6667
15513 59883.3333 15733.3333
15514 59883.3333 15833.3333
15515 59883.3333 16066.6667
15516 59883.3333 16100.0000
15517 59883.3333 16316.6667
15518 59883.3333 16350.0000
15519 59883.3333 16616.6667
15520 59883.3333 16633.3333
15521 59883.3333 16666.6667
15522 59883.3333 16700.0000
15523 59883.3333 16733.3333
15524 59883.3333 16750.0000
15525 59883.3333 16800.0000
15526 59883.3333 16900.0000
15527 59883.3333 16916.6667
15528 59883.3333 16966.6667
15529 59883.3333 16983.3333
15530 59883.3333 17200.0000
15531 59883.3333 17483.3333
15532 59883.3333 17500.0000
15533 59883.3333 17516.6667
15534 59883.3333 17600.0000
15535 59883.3333 17666.6667
15536 59883.3333 17683.3333
15537 59883.3333 17733.3333
15538 59883.3333 17783.3333
15539 59883.3333 18033.3333
15540 59883.3333 18050.0000
15541 59883.3333 18100.0000
15542 59883.3333 18400.0000
15543 59883.3333 18450.0000
15544 59883.3333 18666.6667
15545 59883.3333 18716.6667
15546 59883.3333 18800.0000
15547 59883.3333 18866.6667
15548 59883.3333 18900.0000
15549 59883.3333 18916.6667
15550 59883.3333 18933.3333
15551 59883.3333 18950.0000
15552 59883.3333 18966.6667
15553 59883.3333 19000.0000
15554 59883.3333 19016.6667
15555 59891.6667 18866.6667
15556 59899.7222 13200.0000
15557 59899.7222 18050.0000
15558 59899.7222 18583.0556
15559 59900.0000 11983.3333
15560 59900.0000 12266.6667
15561 59900.0000 12816.6667
15562 59900.0000 12916.6667
15563 59900.0000 13133.3333
15564 59900.0000 13166.6667
15565 59900.0000 13183.3333
15566 59900.0000 13233.3333
15567 59900.0000 13383.3333
15568 59900.0000 13550.0000
15569 59900.0000 13666.6667
15570 59900.0000 13683.3333
15571 59900.0000 14250.0000
15572 59900.0000 14716.6667
15573 59900.0000 14766.6667
15574 59900.0000 14900.0000
15575 59900.0000 14950.0000
15576 59900.0000 15283.3333
15577 59900.0000 15350.0000
15578 59900.0000 15466.6667
15579 59900.0000 15650.0000
15580 59900.0000 15716.6667
15581 59900.0000 15966.6667
15582 59900.0000 15983.3333
15583 59900.0000 16066.6667
15584 59900.0000 16316.6667
15585 59900.0000 16366.6667
15586 59900.0000 16616.6667
15587 59900.0000 16633.3333
15588 59900.0000 16650.0000
15589 59900.0000 16666.6667
15590 59900.0000 16800.0000
15591 59900.0000 16883.3333
15592 59900.0000 16950.0000
15593 59900.0000 17000.0000
15594 59900.0000 17016.6667
15595 59900.0000 17033.3333
15596 59900.0000 17050.0000
15597 59900.0000 17066.6667
15598 59900.0000 17500.0000
15599 59900.0000 17533.3333
15600 59900.0000 17600.0000
15601 59900.0000 17633.3333
15602 59900.0000 17700.0000
15603 59900.0000 18233.3333
15604 59900.0000 18366.6667
15605 59900.0000 18466.6667
15606 59900.0000 18483.3333
15607 59900.0000 18500.0000
15608 59900.0000 18516.6667
15609 59900.0000 18566.6667
15610 59900.0000 18600.0000
15611 59900.0000 18683.3333
15612 59900.0000 18716.6667
15613 59900.0000 18783.3333
15614 59900.0000 18883.3333
15615 59900.0000 18900.0000
15616 59900.0000 18916.6667
15617 59900.0000 18933.3333
15618 59900.0000 18950.0000
15619 59900.0000 18966.6667
15620 59900.0000 18983.3333
15621 59900.0000 19000.0000
15622 59900.0000 19016.6667
15623 59916.6667 12266.6667
15624 59916.6667 12300.0000
15625 59916.6667 12550.0000
15626 59916.6667 12816.6667
15627 59916.6667 12900.0000
15628 59916.6667 12916.6667
15629 59916.6667 13116.6667
15630 59916.6667 13233.0556
15631 59916.6667 13233.3333
15632 59916.6667 13333.3333
15633 59916.6667 13666.6667
15634 59916.6667 14100.0000
15635 59916.6667 14550.0000
15636 59916.6667 14950.0000
15637 59916.6667 15000.0000
15638 59916.6667 15383.3333
15639 59916.6667 15433.3333
15640 59916.6667 15500.0000
15641 59916.6667 15600.0000
15642 59916.6667 15716.6667
15643 59916.6667 15833.3333
15644 59916.6667 16000.0000
15645 59916.6667 16016.6667
15646 59916.6667 16033.3333
15647 59916.6667 16050.0000
15648 59916.6667 16250.0000
15649 59916.6667 16266.6667
15650 59916.6667 16316.6667
15651 59916.6667 16433.3333
15652 59916.6667 16483.3333
15653 59916.6667 16500.0000
15654 59916.6667 16516.6667
15655 59916.6667 16550.0000
15656 59916.6667 16600.0000
15657 59916.6667 16616.6667
15658 59916.6667 16633.3333
15659 59916.6667 16683.3333
15660 59916.6667 16733.3333
15661 59916.6667 16750.0000
15662 59916.6667 16866.6667
15663 59916.6667 16883.3333
15664 59916.6667 16950.0000
15665 59916.6667 17000.0000
15666 59916.6667 17466.6667
15667 59916.6667 17483.3333
15668 59916.6667 17516.6667
15669 59916.6667 17633.3333
15670 59916.6667 17650.0000
15671 59916.6667 17883.3333
15672 59916.6667 18116.6667
15673 59916.6667 18216.6667
15674 59916.6667 18250.0000
15675 59916.6667 18500.0000
15676 59916.6667 18583.3333
15677 59916.6667 18700.0000
15678 59916.6667 18783.3333
15679 59916.6667 18883.3333
15680 59916.6667 18900.0000
15681 59916.6667 18933.3333
15682 59933.0556 12300.0000
15683 59933.0556 13083.0556
15684 59933.0556 13166.6667
15685 59933.0556 13250.0000
15686 59933.0556 13633.0556
15687 59933.3333 12233.3333
15688 59933.3333 12500.0000
15689 59933.3333 12650.0000
15690 59933.3333 12716.6667
15691 59933.3333 12750.0000
15692 59933.3333 12800.0000
15693 59933.3333 12883.3333
15694 59933.3333 13083.3333
15695 59933.3333 13116.6667
15696 59933.3333 13216.6667
15697 59933.3333 13250.0000
15698 59933.3333 13583.3333
15699 59933.3333 13666.6667
15700 59933.3333 13966.6667
15701 59933.3333 14116.6667
15702 59933.3333 14300.0000
15703 59933.3333 14416.6667
15704 59933.3333 14933.3333
15705 59933.3333 14950.0000
15706 59933.3333 15000.0000
15707 59933.3333 15383.3333
15708 59933.3333 15433.3333
15709 59933.3333 15933.3333
15710 59933.3333 16000.0000
15711 59933.3333 16016.6667
15712 59933.3333 16033.3333
15713 59933.3333 16216.6667
15714 59933.3333 16233.3333
15715 59933.3333 16266.6667
15716 59933.3333 16333.3333
15717 59933.3333 16383.3333
15718 59933.3333 16433.3333
15719 59933.3333 16450.0000
15720 59933.3333 16550.0000
15721 59933.3333 16600.0000
15722 59933.3333 16700.0000
15723 59933.3333 16750.0000
15724 59933.3333 16883.3333
15725 59933.3333 16950.0000
15726 59933.3333 16966.6667
15727 59933.3333 17450.0000
15728 59933.3333 17483.3333
15729 59933.3333 17500.0000
15730 59933.3333 17533.3333
15731 59933.3333 17550.0000
15732 59933.3333 17583.3333
15733 59933.3333 17816.6667
15734 59933.3333 17833.3333
15735 59933.3333 17900.0000
15736 59933.3333 18283.3333
15737 59933.3333 18483.3333
15738 59933.3333 18550.0000
15739 59933.3333 18583.3333
15740 59933.3333 18616.6667
15741 59933.3333 18733.3333
15742 59933.3333 18850.0000
15743 59933.3333 18866.6667
15744 59933.3333 18883.3333
15745 59933.3333 18916.6667
15746 59950.0000 12700.0000
15747 59950.0000 12750.0000
15748 59950.0000 12883.3333
15749 59950.0000 12900.0000
15750 59950.0000 13083.0556
15751 59950.0000 13100.0000
15752 59950.0000 13150.0000
15753 59950.0000 13350.0000
15754 59950.0000 13633.0556
15755 59950.0000 13666.6667
15756 59950.0000 14933.3333
15757 59950.0000 14950.0000
15758 59950.0000 15100.0000
15759 59950.0000 15316.6667
15760 59950.0000 15500.0000
15761 59950.0000 15733.3333
15762 59950.0000 15783.3333
15763 59950.0000 15833.3333
15764 59950.0000 15883.3333
15765 59950.0000 16166.6667
15766 59950.0000 16216.6667
15767 59950.0000 16233.3333
15768 59950.0000 16250.0000
15769 59950.0000 16266.6667
15770 59950.0000 16283.3333
15771 59950.0000 16333.3333
15772 59950.0000 16516.6667
15773 59950.0000 16733.3333
15774 59950.0000 17400.0000
15775 59950.0000 17416.6667
15776 59950.0000 17466.6667
15777 59950.0000 17500.0000
15778 59950.0000 17516.6667
15779 59950.0000 17533.3333
15780 59950.0000 17550.0000
15781 59950.0000 17566.6667
15782 59950.0000 17583.3333
15783 59950.0000 17600.0000
15784 59950.0000 17650.0000
15785 59950.0000 17666.6667
15786 59950.0000 17800.0000
15787 59950.0000 17816.6667
15788 59950.0000 17833.3333
15789 59950.0000 17866.6667
15790 59950.0000 17883.3333
15791 59950.0000 17900.0000
15792 59950.0000 17916.6667
15793 59950.0000 18033.3333
15794 59950.0000 18116.6667
15795 59950.0000 18133.3333
15796 59950.0000 18533.3333
15797 59950.0000 18750.0000
15798 59950.0000 18783.3333
15799 59950.0000 18850.0000
15800 59950.0000 18866.6667
15801 59966.6667 12400.0000
15802 59966.6667 12516.6667
15803 59966.6667 12683.3333
15804 59966.6667 12866.6667
15805 59966.6667 12883.3333
15806 59966.6667 12933.3333
15807 59966.6667 13066.6667
15808 59966.6667 13150.0000
15809 59966.6667 13316.6667
15810 59966.6667 13483.3333
15811 59966.6667 13516.6667
15812 59966.6667 13550.0000
15813 59966.6667 13566.6667
15814 59966.6667 13650.0000
15815 59966.6667 13966.6667
15816 59966.6667 14483.3333
15817 59966.6667 14516.6667
15818 59966.6667 15066.6667
15819 59966.6667 15150.0000
15820 59966.6667 15483.3333
15821 59966.6667 15533.3333
15822 59966.6667 15633.3333
15823 59966.6667 15650.0000
15824 59966.6667 15750.0000
15825 59966.6667 15766.6667
15826 59966.6667 15900.0000
15827 59966.6667 15950.0000
15828 59966.6667 16000.0000
15829 59966.6667 16116.6667
15830 59966.6667 16133.3333
15831 59966.6667 16166.6667
15832 59966.6667 16183.3333
15833 59966.6667 16266.6667
15834 59966.6667 16283.3333
15835 59966.6667 16683.3333
15836 59966.6667 16700.0000
15837 59966.6667 16783.3333
15838 59966.6667 16816.6667
15839 59966.6667 16850.0000
15840 59966.6667 16966.6667
15841 59966.6667 17133.3333
15842 59966.6667 17366.6667
15843 59966.6667 17516.6667
15844 59966.6667 17533.3333
15845 59966.6667 17566.6667
15846 59966.6667 17633.3333
15847 59966.6667 17650.0000
15848 59966.6667 17700.0000
15849 59966.6667 17916.6667
15850 59966.6667 18050.0000
15851 59966.6667 18066.6667
15852 59966.6667 18166.6667
15853 59966.6667 18333.3333
15854 59966.6667 18350.0000
15855 59966.6667 18600.0000
15856 59966.6667 18800.0000
15857 59966.6667 18816.6667
15858 59966.6667 18833.3333
15859 59966.6667 18850.0000
15860 59983.0556 12850.0000
15861 59983.0556 13600.0000
15862 59983.3333 12683.3333
15863 59983.3333 12833.3333
15864 59983.3333 12850.0000
15865 59983.3333 12866.6667
15866 59983.3333 13083.3333
15867 59983.3333 13133.3333
15868 59983.3333 13283.3333
15869 59983.3333 13416.6667
15870 59983.3333 13483.3333
15871 59983.3333 13650.0000
15872 59983.3333 14183.3333
15873 59983.3333 14300.0000
15874 59983.3333 14700.0000
15875 59983.3333 14916.6667
15876 59983.3333 14950.0000
15877 59983.3333 15016.6667
15878 59983.3333 15050.0000
15879 59983.3333 15283.3333
15880 59983.3333 15316.6667
15881 59983.3333 15400.0000
15882 59983.3333 15416.6667
15883 59983.3333 15433.3333
15884 59983.3333 15450.0000
15885 59983.3333 15600.0000
15886 59983.3333 15700.0000
15887 59983.3333 15816.6667
15888 59983.3333 15866.6667
15889 59983.3333 15950.0000
15890 59983.3333 16033.3333
15891 59983.3333 16116.6667
15892 59983.3333 16216.6667
15893 59983.3333 16466.6667
15894 59983.3333 16500.0000
15895 59983.3333 16633.3333
15896 59983.3333 16700.0000
15897 59983.3333 16750.0000
15898 59983.3333 16833.3333
15899 59983.3333 16883.3333
15900 59983.3333 17383.3333
15901 59983.3333 17516.6667
15902 59983.3333 17550.0000
15903 59983.3333 17600.0000
15904 59983.3333 17633.3333
15905 59983.3333 17683.3333
15906 59983.3333 17700.0000
15907 59983.3333 17716.6667
15908 59983.3333 17733.3333
15909 59983.3333 17850.0000
15910 59983.3333 17866.6667
15911 59983.3333 18116.6667
15912 59983.3333 18166.6667
15913 59983.3333 18183.3333
15914 59983.3333 18450.0000
15915 59983.3333 18533.3333
15916 59983.3333 18550.0000
15917 59983.3333 18600.0000
15918 59983.3333 18800.0000
15919 59983.3333 18816.6667
15920 59983.3333 18850.0000
15921 59983.3333 18950.0000
15922 60000.0000 12666.6667
15923 60000.0000 12700.0000
15924 60000.0000 12866.6667
15925 60000.0000 12900.0000
15926 60000.0000 13083.3333
15927 60000.0000 13150.0000
15928 60000.0000 13600.0000
15929 60000.0000 14316.6667
15930 60000.0000 14483.3333
15931 60000.0000 14933.3333
15932 60000.0000 15100.0000
15933 60000.0000 15300.0000
15934 60000.0000 15316.6667
15935 60000.0000 15450.0000
15936 60000.0000 15566.6667
15937 60000.0000 15666.6667
15938 60000.0000 15783.3333
15939 60000.0000 16000.0000
15940 60000.0000 16016.6667
15941 60000.0000 16033.3333
15942 60000.0000 16083.3333
15943 60000.0000 16250.0000
15944 60000.0000 16300.0000
15945 60000.0000 16333.3333
15946 60000.0000 16350.0000
15947 60000.0000 16666.6667
15948 60000.0000 16700.0000
15949 60000.0000 16783.3333
15950 60000.0000 16800.0000
15951 60000.0000 16850.0000
15952 60000.0000 16950.0000
15953 60000.0000 17350.0000
15954 60000.0000 17483.3333
15955 60000.0000 17500.0000
15956 60000.0000 17516.6667
15957 60000.0000 17550.0000
15958 60000.0000 17566.6667
15959 60000.0000 17833.3333
15960 60000.0000 17866.6667
15961 60000.0000 17950.0000
15962 60000.0000 17983.3333
15963 60000.0000 18050.0000
15964 60000.0000 18133.3333
15965 60000.0000 18250.0000
15966 60000.0000 18383.3333
15967 60000.0000 18783.3333
15968 60000.0000 18866.6667
15969 60016.6667 12866.6667
15970 60016.6667 13083.3333
15971 60016.6667 13116.6667
15972 60016.6667 13133.3333
15973 60016.6667 13150.0000
15974 60016.6667 13466.6667
15975 60016.6667 13616.6667
15976 60016.6667 13916.6667
15977 60016.6667 14983.3333
15978 60016.6667 15066.6667
15979 60016.6667 15233.3333
15980 60016.6667 15616.6667
15981 60016.6667 15716.6667
15982 60016.6667 15750.0000
15983 60016.6667 16000.0000
15984 60016.6667 16033.3333
15985 60016.6667 16100.0000
15986 60016.6667 16283.3333
15987 60016.6667 16300.0000
15988 60016.6667 16366.6667
15989 60016.6667 17283.3333
15990 60016.6667 17566.6667
15991 60016.6667 17583.3333
15992 60016.6667 17633.3333
15993 60016.6667 17650.0000
15994 60016.6667 17666.6667
15995 60016.6667 17683.3333
15996 60016.6667 17716.6667
15997 60016.6667 17733.3333
15998 60016.6667 17850.0000
15999 60016.6667 17966.6667
16000 60016.6667 17983.3333
16001 60016.6667 18016.6667
16002 60016.6667 18050.0000
16003 60016.6667 18233.3333
16004 60016.6667 18250.0000
16005 60016.6667 18399.7222
16006 60016.6667 18416.6667
16007 60016.6667 18550.0000
16008 60016.6667 18566.6667
16009 60016.6667 18583.3333
16010 60016.6667 18600.0000
16011 60016.6667 18766.6667
16012 60016.6667 18783.3333
16013 60016.6667 18800.0000
16014 60016.6667 18850.0000
16015 60025.0000 18783.3333
16016 60033.0556 13133.0556
16017 60033.0556 17666.6667
16018 60033.3333 12500.0000
16019 60033.3333 12583.3333
16020 60033.3333 13066.6667
16021 60033.3333 13083.3333
16022 60033.3333 13116.6667
16023 60033.3333 13150.0000
16024 60033.3333 13216.6667
16025 60033.3333 13500.0000
16026 60033.3333 13650.0000
16027 60033.3333 13783.3333
16028 60033.3333 13833.3333
16029 60033.3333 14133.3333
16030 60033.3333 14150.0000
16031 60033.3333 14800.0000
16032 60033.3333 14933.3333
16033 60033.3333 14966.6667
16034 60033.3333 15300.0000
16035 60033.3333 15466.6667
16036 60033.3333 15533.3333
16037 60033.3333 15600.0000
16038 60033.3333 15650.0000
16039 60033.3333 15733.3333
16040 60033.3333 15950.0000
16041 60033.3333 15983.3333
16042 60033.3333 16050.0000
16043 60033.3333 16066.6667
16044 60033.3333 16150.0000
16045 60033.3333 16183.3333
16046 60033.3333 16250.0000
16047 60033.3333 16500.0000
16048 60033.3333 16516.6667
16049 60033.3333 16766.6667
16050 60033.3333 16783.3333
16051 60033.3333 16800.0000
16052 60033.3333 16816.6667
16053 60033.3333 16883.3333
16054 60033.3333 16933.3333
16055 60033.3333 16983.3333
16056 60033.3333 17366.6667
16057 60033.3333 17466.6667
16058 60033.3333 17483.3333
16059 60033.3333 17500.0000
16060 60033.3333 17533.3333
16061 60033.3333 17550.0000
16062 60033.3333 17600.0000
16063 60033.3333 17650.0000
16064 60033.3333 17866.6667
16065 60033.3333 17966.6667
16066 60033.3333 17983.3333
16067 60033.3333 18016.6667
16068 60033.3333 18033.3333
16069 60033.3333 18050.0000
16070 60033.3333 18066.6667
16071 60033.3333 18166.6667
16072 60033.3333 18200.0000
16073 60033.3333 18216.6667
16074 60033.3333 18550.0000
16075 60033.3333 18583.3333
16076 60033.3333 18600.0000
16077 60033.3333 18683.3333
16078 60033.3333 18700.0000
16079 60033.3333 18733.3333
16080 60033.3333 18766.6667
16081 60033.3333 18783.3333
16082 60033.3333 18833.3333
16083 60050.0000 14166.6667
16084 60050.0000 14500.0000
16085 60050.0000 14616.6667
16086 60050.0000 14683.3333
16087 60050.0000 14733.3333
16088 60050.0000 14766.6667
16089 60050.0000 14883.3333
16090 60050.0000 14966.6667
16091 60050.0000 15133.3333
16092 60050.0000 15516.6667
16093 60050.0000 15533.3333
16094 60050.0000 15550.0000
16095 60050.0000 15566.6667
16096 60050.0000 15616.6667
16097 60050.0000 15933.3333
16098 60050.0000 16083.3333
16099 60050.0000 16166.6667
16100 60050.0000 16500.0000
16101 60050.0000 16516.6667
16102 60050.0000 16583.3333
16103 60050.0000 16766.6667
16104 60050.0000 16850.0000
16105 60050.0000 16983.3333
16106 60050.0000 17350.0000
16107 60050.0000 17466.6667
16108 60050.0000 17483.3333
16109 60050.0000 17516.6667
16110 60050.0000 17550.0000
16111 60050.0000 17650.0000
16112 60050.0000 17733.3333
16113 60050.0000 17966.6667
16114 60050.0000 18033.3333
16115 60050.0000 18050.0000
16116 60050.0000 18066.6667
16117 60050.0000 18083.3333
16118 60050.0000 18116.6667
16119 60050.0000 18166.6667
16120 60050.0000 18216.6667
16121 60050.0000 18366.6667
16122 60050.0000 18583.3333
16123 60050.0000 18600.0000
16124 60050.0000 18683.3333
16125 60050.0000 18733.3333
16126 60050.0000 18750.0000
16127 60050.0000 18766.6667
16128 60058.3333 18583.3333
16129 60066.6667 12533.0556
16130 60066.6667 12666.6667
16131 60066.6667 13150.0000
16132 60066.6667 13166.6667
16133 60066.6667 13466.6667
16134 60066.6667 13533.3333
16135 60066.6667 13550.0000
16136 60066.6667 13633.0556
16137 60066.6667 13866.6667
16138 60066.6667 14283.3333
16139 60066.6667 14450.0000
16140 60066.6667 14583.3333
16141 60066.6667 15000.0000
16142 60066.6667 15033.3333
16143 60066.6667 15083.3333
16144 60066.6667 15116.6667
16145 60066.6667 15650.0000
16146 60066.6667 15700.0000
16147 60066.6667 15783.3333
16148 60066.6667 15866.6667
16149 60066.6667 15933.3333
16150 60066.6667 16083.3333
16151 60066.6667 16216.6667
16152 60066.6667 16350.0000
16153 60066.6667 16483.3333
16154 60066.6667 16500.0000
16155 60066.6667 16533.3333
16156 60066.6667 16583.3333
16157 60066.6667 16616.6667
16158 60066.6667 16633.3333
16159 60066.6667 17000.0000
16160 60066.6667 17033.3333
16161 60066.6667 17166.6667
16162 60066.6667 17200.0000
16163 60066.6667 17216.6667
16164 60066.6667 17266.6667
16165 60066.6667 17433.3333
16166 60066.6667 17583.3333
16167 60066.6667 17616.6667
16168 60066.6667 17650.0000
16169 60066.6667 17966.6667
16170 60066.6667 18016.6667
16171 60066.6667 18050.0000
16172 60066.6667 18083.3333
16173 60066.6667 18150.0000
16174 60066.6667 18183.3333
16175 60066.6667 18200.0000
16176 60066.6667 18216.6667
16177 60066.6667 18366.6667
16178 60066.6667 18583.3333
16179 60066.6667 18650.0000
16180 60066.6667 18716.6667
16181 60066.6667 18750.0000
16182 60083.0556 17700.0000
16183 60083.0556 18066.6667
16184 60083.3333 12583.3333
16185 60083.3333 13000.0000
16186 60083.3333 13100.0000
16187 60083.3333 13716.6667
16188 60083.3333 13983.3333
16189 60083.3333 14166.6667
16190 60083.3333 14266.6667
16191 60083.3333 14300.0000
16192 60083.3333 14366.6667
16193 60083.3333 14650.0000
16194 60083.3333 14833.3333
16195 60083.3333 14916.6667
16196 60083.3333 14983.3333
16197 60083.3333 15000.0000
16198 60083.3333 15133.3333
16199 60083.3333 15150.0000
16200 60083.3333 15216.6667
16201 60083.3333 15233.3333
16202 60083.3333 15533.3333
16203 60083.3333 15550.0000
16204 60083.3333 15583.3333
16205 60083.3333 15883.3333
16206 60083.3333 15900.0000
16207 60083.3333 15933.3333
16208 60083.3333 15983.3333
16209 60083.3333 16200.0000
16210 60083.3333 16350.0000
16211 60083.3333 16366.6667
16212 60083.3333 16383.3333
16213 60083.3333 16450.0000
16214 60083.3333 16483.3333
16215 60083.3333 16500.0000
16216 60083.3333 16533.3333
16217 60083.3333 16583.3333
16218 60083.3333 16600.0000
16219 60083.3333 16633.3333
16220 60083.3333 16816.6667
16221 60083.3333 17016.6667
16222 60083.3333 17033.3333
16223 60083.3333 17166.6667
16224 60083.3333 17200.0000
16225 60083.3333 17216.6667
16226 60083.3333 17266.6667
16227 60083.3333 17550.0000
16228 60083.3333 17566.6667
16229 60083.3333 17633.3333
16230 60083.3333 17650.0000
16231 60083.3333 17733.3333
16232 60083.3333 17950.0000
16233 60083.3333 18083.3333
16234 60083.3333 18116.6667
16235 60083.3333 18166.6667
16236 60083.3333 18183.3333
16237 60083.3333 18200.0000
16238 60083.3333 18216.6667
16239 60083.3333 18383.3333
16240 60083.3333 18500.0000
16241 60083.3333 18566.6667
16242 60083.3333 18600.0000
16243 60083.3333 18683.3333
16244 60083.3333 18766.6667
16245 60083.3333 18783.3333
16246 60083.3333 18816.6667
16247 60091.6667 18583.3333
16248 60100.0000 12500.0000
16249 60100.0000 12683.3333
16250 60100.0000 12783.3333
16251 60100.0000 13016.6667
16252 60100.0000 13550.0000
16253 60100.0000 14066.6667
16254 60100.0000 14116.6667
16255 60100.0000 14200.0000
16256 60100.0000 14350.0000
16257 60100.0000 14450.0000
16258 60100.0000 14516.6667
16259 60100.0000 14550.0000
16260 60100.0000 15000.0000
16261 60100.0000 15016.6667
16262 60100.0000 15100.0000
16263 60100.0000 15450.0000
16264 60100.0000 15466.6667
16265 60100.0000 15566.6667
16266 60100.0000 15583.3333
16267 60100.0000 15783.3333
16268 60100.0000 15916.6667
16269 60100.0000 15966.6667
16270 60100.0000 15983.3333
16271 60100.0000 16266.6667
16272 60100.0000 16300.0000
16273 60100.0000 16350.0000
16274 60100.0000 16366.6667
16275 60100.0000 16383.3333
16276 60100.0000 16533.3333
16277 60100.0000 16583.3333
16278 60100.0000 17016.6667
16279 60100.0000 17033.3333
16280 60100.0000 17100.0000
16281 60100.0000 17166.6667
16282 60100.0000 17183.3333
16283 60100.0000 17200.0000
16284 60100.0000 17500.0000
16285 60100.0000 17566.6667
16286 60100.0000 17583.3333
16287 60100.0000 17600.0000
16288 60100.0000 17633.3333
16289 60100.0000 17933.3333
16290 60100.0000 18050.0000
16291 60100.0000 18100.0000
16292 60100.0000 18216.6667
16293 60100.0000 18233.3333
16294 60100.0000 18450.0000
16295 60100.0000 18616.6667
16296 60100.0000 18650.0000
16297 60100.0000 18683.0556
16298 60100.0000 18750.0000
16299 60100.0000 18758.3333
16300 60100.0000 18783.3333
16301 60100.0000 18816.6667
16302 60100.0000 18833.3333
16303 60116.6667 12733.3333
16304 60116.6667 13050.0000
16305 60116.6667 13100.0000
16306 60116.6667 13116.6667
16307 60116.6667 13483.3333
16308 60116.6667 13533.3333
16309 60116.6667 14150.0000
16310 60116.6667 14316.6667
16311 60116.6667 14383.3333
16312 60116.6667 14683.3333
16313 60116.6667 14866.6667
16314 60116.6667 14950.0000
16315 60116.6667 15066.6667
16316 60116.6667 15100.0000
16317 60116.6667 15183.3333
16318 60116.6667 15266.6667
16319 60116.6667 15466.6667
16320 60116.6667 15483.3333
16321 60116.6667 15550.0000
16322 60116.6667 15600.0000
16323 60116.6667 15783.3333
16324 60116.6667 15916.6667
16325 60116.6667 15933.3333
16326 60116.6667 16033.3333
16327 60116.6667 16150.0000
16328 60116.6667 16233.3333
16329 60116.6667 16250.0000
16330 60116.6667 16316.6667
16331 60116.6667 16366.6667
16332 60116.6667 16550.0000
16333 60116.6667 16683.3333
16334 60116.6667 17033.3333
16335 60116.6667 17200.0000
16336 60116.6667 17233.3333
16337 60116.6667 17350.0000
16338 60116.6667 17400.0000
16339 60116.6667 17500.0000
16340 60116.6667 17600.0000
16341 60116.6667 18050.0000
16342 60116.6667 18066.6667
16343 60116.6667 18083.3333
16344 60116.6667 18100.0000
16345 60116.6667 18150.0000
16346 60116.6667 18383.3333
16347 60116.6667 18516.6667
16348 60116.6667 18533.3333
16349 60116.6667 18550.0000
16350 60116.6667 18583.3333
16351 60116.6667 18600.0000
16352 60116.6667 18633.3333
16353 60116.6667 18650.0000
16354 60116.6667 18666.6667
16355 60116.6667 18683.3333
16356 60116.6667 18691.6667
16357 60116.6667 18716.6667
16358 60133.0556 13833.0556
16359 60133.0556 17933.0556
16360 60133.3333 12583.3333
16361 60133.3333 12750.0000
16362 60133.3333 13000.0000
16363 60133.3333 13016.6667
16364 60133.3333 13033.3333
16365 60133.3333 13450.0000
16366 60133.3333 13550.0000
16367 60133.3333 14066.6667
16368 60133.3333 14350.0000
16369 60133.3333 14383.3333
16370 60133.3333 14416.6667
16371 60133.3333 14450.0000
16372 60133.3333 14783.3333
16373 60133.3333 14966.6667
16374 60133.3333 15266.6667
16375 60133.3333 15316.6667
16376 60133.3333 15416.6667
16377 60133.3333 15433.3333
16378 60133.3333 15533.3333
16379 60133.3333 15700.0000
16380 60133.3333 15900.0000
16381 60133.3333 15933.3333
16382 60133.3333 16050.0000
16383 60133.3333 16116.6667
16384 60133.3333 16183.3333
16385 60133.3333 16216.6667
16386 60133.3333 16233.3333
16387 60133.3333 16366.6667
16388 60133.3333 16383.3333
16389 60133.3333 16433.3333
16390 60133.3333 16566.6667
16391 60133.3333 16583.3333
16392 60133.3333 16900.0000
16393 60133.3333 16983.3333
16394 60133.3333 17050.0000
16395 60133.3333 17116.6667
16396 60133.3333 17166.6667
16397 60133.3333 17183.3333
16398 60133.3333 17233.3333
16399 60133.3333 17500.0000
16400 60133.3333 17566.6667
16401 60133.3333 17600.0000
16402 60133.3333 17633.3333
16403 60133.3333 17733.3333
16404 60133.3333 17900.0000
16405 60133.3333 17983.3333
16406 60133.3333 18083.3333
16407 60133.3333 18133.3333
16408 60133.3333 18200.0000
16409 60133.3333 18516.6667
16410 60133.3333 18550.0000
16411 60133.3333 18616.6667
16412 60133.3333 18650.0000
16413 60133.3333 18666.6667
16414 60133.3333 18766.6667
16415 60150.0000 12733.3333
16416 60150.0000 12916.6667
16417 60150.0000 12933.3333
16418 60150.0000 13033.3333
16419 60150.0000 13066.6667
16420 60150.0000 13233.3333
16421 60150.0000 13416.6667
16422 60150.0000 13450.0000
16423 60150.0000 13533.3333
16424 60150.0000 13783.3333
16425 60150.0000 14116.6667
